text_final,airline_sentiment,airline,tweet_created,negativereason
suck big donkey ball !,negative,Delta,2015-02-18 16:33:13 -0800,Can't Tell
good deal march ? ! looking fly orlando !,neutral,Delta,2015-02-18 16:32:30 -0800,
tell like pick get bump first class ?,positive,Delta,2015-02-18 16:28:09 -0800,
jetblue sofly wish firststari seetonight,neutral,Delta,2015-02-18 16:27:26 -0800,
waiting flt chicago not aircraft left buffalo yet ?,negative,Delta,2015-02-18 16:25:33 -0800,Late Flight
not think testing water dime,negative,Delta,2015-02-18 16:25:11 -0800,Can't Tell
cmon flight delayed annnd cannot give pick ? ! ? tweet,negative,Delta,2015-02-18 16:21:35 -0800,Late Flight
flight full,negative,Delta,2015-02-18 16:20:31 -0800,Can't Tell
client asking kid need email address get tb account true ?,neutral,Delta,2015-02-18 16:20:04 -0800,
walked hall carousel found bag sitting still no word crewsignage still not updated,negative,Delta,2015-02-18 16:19:16 -0800,Lost Luggage
headphone jack not working flight,negative,Delta,2015-02-18 16:17:08 -0800,Bad Flight
absolute madness west tell like,neutral,Delta,2015-02-18 16:16:43 -0800,
triedconsiderable confusionno announcementno sign update,negative,Delta,2015-02-18 16:15:56 -0800,Customer Service Issue
jetbluebos luggage flt dcabos ? pax waiting min bagsno show carousel sign not updating,negative,Delta,2015-02-18 16:10:50 -0800,Lost Luggage
thanks pointer good big monitor advice pick come western conf nba ?,neutral,Delta,2015-02-18 16:10:34 -0800,
fight get credit value bag got skytrax jetblue corpgreed nevertakeno,negative,Delta,2015-02-18 16:05:10 -0800,Damaged Luggage
airway corporation jblu loses news airway wallstreet scope,neutral,Delta,2015-02-18 16:05:04 -0800,
not amp asked wanted tea teaampnot coffee ? gold amp coffee nvr think x,negative,Delta,2015-02-18 16:03:17 -0800,Flight Attendant Complaints
wed bwiboston flight pm really need better scheduled ! almost always delayed !,negative,Delta,2015-02-18 16:01:33 -0800,Late Flight
pas along advice guy rock ! !,positive,Delta,2015-02-18 16:00:14 -0800,
would fly airline actually gave crap flier outside generic apology jet blue terrible jetblue,negative,Delta,2015-02-18 15:59:08 -0800,Flight Booking Problems
austin jfk,neutral,Delta,2015-02-18 15:58:04 -0800,
big board say not leaving,negative,Delta,2015-02-18 15:52:48 -0800,Late Flight
sch tmw aa would love find earlier one possible fll,neutral,Delta,2015-02-18 15:51:33 -0800,
appreciate actually responded travel way much tell coffee not basic option,negative,Delta,2015-02-18 15:51:25 -0800,Can't Tell
dad vacation sxm got delayed day shoddy service earliest fll gt sxm flight ? trying hep,negative,Delta,2015-02-18 15:49:14 -0800,Customer Service Issue
not report updated info not know reach without super long wait hold main number,negative,Delta,2015-02-18 15:41:48 -0800,Customer Service Issue
cannot say airline right sincerely miss bestairline,positive,Delta,2015-02-18 15:38:48 -0800,
whoa ! no tag still saw tweet flight jfk chicago trying get home see little brother wrestle !,negative,Delta,2015-02-18 15:37:41 -0800,Late Flight
airway corporation price target update stafford daily,neutral,Delta,2015-02-18 15:36:04 -0800,
would go italy visit relative see house dad left passed,neutral,Delta,2015-02-18 15:32:27 -0800,
would go australia enjoy land ! always bucket list ! flyingitforward,neutral,Delta,2015-02-18 15:30:31 -0800,
hi ! possible upgrade mint seat already booked ticket ? thanks !,neutral,Delta,2015-02-18 15:26:54 -0800,
left coat flight morning overhead bin reported seat thanks ticket,neutral,Delta,2015-02-18 15:23:15 -0800,
daughter college game denver one set parent,neutral,Delta,2015-02-18 15:21:42 -0800,
ok book jb jfk book ath thank,positive,Delta,2015-02-18 15:16:31 -0800,
need flight ath pdx coordinate airline ?,neutral,Delta,2015-02-18 15:12:36 -0800,
put bottom baggage report ? fun ? jetblue skytrax,negative,Delta,2015-02-18 15:11:14 -0800,Damaged Luggage
want helpful save trip westchester cty jfk plus parking info photo,negative,Delta,2015-02-18 15:03:48 -0800,Can't Tell
yes true bit pricey look love guy,positive,Delta,2015-02-18 15:02:25 -0800,
heading jfk principle alone deal w lost amp damaged bag jetblue jetbluesucks jfk badservice fail,negative,Delta,2015-02-18 14:57:29 -0800,Lost Luggage
gear grinding jfk baggage office told need bring bag back right not close claim,negative,Delta,2015-02-18 14:54:22 -0800,Damaged Luggage
sell open ticket ? sick relative may travel moment notice sad true,neutral,Delta,2015-02-18 14:44:58 -0800,
flew san francisco fort lauderdale last year fantastic time would like go back !,positive,Delta,2015-02-18 14:41:06 -0800,
say safety highest priority not extend property ? totally nut,negative,Delta,2015-02-18 14:38:58 -0800,Damaged Luggage
allow payment apple pay patriarc,neutral,Delta,2015-02-18 14:36:04 -0800,
flyingitforward affect one small family four would make huge difference life,positive,Delta,2015-02-18 14:35:51 -0800,
glad happy bag traveler entrusted w property amp return damaged amp best answer ?,negative,Delta,2015-02-18 14:33:02 -0800,Damaged Luggage
would go portsmouth nh take care friend son take daughter boston surgery flyingitforward,neutral,Delta,2015-02-18 14:32:02 -0800,
worst postpone trip cannot accommodate guest like neveragain,negative,Delta,2015-02-18 14:29:38 -0800,Can't Tell
hawaii ! get somewhere warm amp find good flyitforward,positive,Delta,2015-02-18 14:25:42 -0800,
thanks confirming ! yr team awesome thanks prompt amp helpful response ! cheer less snow everyone future,positive,Delta,2015-02-18 14:23:17 -0800,
prfriendly tweet not help drive accountability hope mr hayes take note,negative,Delta,2015-02-18 14:22:42 -0800,Can't Tell
great idea ! cometoaustin,positive,Delta,2015-02-18 14:20:47 -0800,
would go la vega gorgeous go every year fly guy vega gorgeous amp much,positive,Delta,2015-02-18 14:19:15 -0800,
like marie harf go iraiq find isi spread good offer resume service isi order find job,neutral,Delta,2015-02-18 14:18:56 -0800,
flyingitforward would fly port au prince haiti help ongoing earthquake relief effort still lot !,neutral,Delta,2015-02-18 14:17:10 -0800,
dmed thanks much addressing quickly,positive,Delta,2015-02-18 14:17:07 -0800,
done ! also look like opened flight vega sunday !,positive,Delta,2015-02-18 14:11:37 -0800,
say lufthansa incentive offer no impact share count nasdaq,neutral,Delta,2015-02-18 14:05:03 -0800,
wish ground operation expedient twitter response team ! delay got extended !,negative,Delta,2015-02-18 14:01:42 -0800,Late Flight
w upgrade unsure cannot switch someone around called hr advance reason,negative,Delta,2015-02-18 13:59:22 -0800,Customer Service Issue
keep asking enter valid email address info saved worked hundred time,negative,Delta,2015-02-18 13:49:20 -0800,Customer Service Issue
trueblue site broken moment ?,neutral,Delta,2015-02-18 13:46:23 -0800,
em window seat tomorrow ?,neutral,Delta,2015-02-18 13:37:51 -0800,
airway corporation register high short interest wall street pulse,neutral,Delta,2015-02-18 13:36:04 -0800,
chance summer ?,neutral,Delta,2015-02-18 13:33:50 -0800,
mint service nyc san diego ?,neutral,Delta,2015-02-18 13:32:17 -0800,
cannot change true blue point cannot get phone,negative,Delta,2015-02-18 13:28:41 -0800,Flight Booking Problems
mom wanted change seat along sister two different reservation not know,neutral,Delta,2015-02-18 13:26:46 -0800,
aw okay thanks,positive,Delta,2015-02-18 13:25:16 -0800,
cannot pay buck xd,neutral,Delta,2015-02-18 13:22:52 -0800,
best seat e board early ready set go !,positive,Delta,2015-02-18 13:19:23 -0800,
true new livery new website ? !,neutral,Delta,2015-02-18 13:18:30 -0800,
one flight instead lost bag add insult injury,negative,Delta,2015-02-18 13:17:56 -0800,Lost Luggage
set fly not bad first date giant metal bird machine even brought snack,positive,Delta,2015-02-18 13:15:01 -0800,
trying add flight badge account not see option help plz ?,negative,Delta,2015-02-18 13:14:41 -0800,Flight Booking Problems
okay new screen laptoplarge amp real nice amp wifi appreciated thanks god tiny lil man middle seat,positive,Delta,2015-02-18 13:11:45 -0800,
cheated sorry never given wife worst start honeymoon ever,negative,Delta,2015-02-18 13:08:18 -0800,Can't Tell
feel nice got going let u swap fool make better,neutral,Delta,2015-02-18 13:07:09 -0800,
yes hurt feeling walk mint fella dream happythem,neutral,Delta,2015-02-18 13:03:21 -0800,
not talk friend like thefutureisweird,neutral,Delta,2015-02-18 12:59:22 -0800,
incidentally sheila jfk deserves raise awesome,positive,Delta,2015-02-18 12:58:14 -0800,
would like spread grandpa ash naples italy lived serving yr flyitforward,neutral,Delta,2015-02-18 12:56:15 -0800,
deleted tweet one wonderful employee swooped helpfaith restored one good one,positive,Delta,2015-02-18 12:47:49 -0800,
statement lufthansa incentive offer stockhouse,neutral,Delta,2015-02-18 12:36:03 -0800,
lot people scratching head looking screen ignoring passenger,negative,Delta,2015-02-18 12:32:37 -0800,Customer Service Issue
thought thing sent,neutral,Delta,2015-02-18 12:32:12 -0800,
going lgafllpoor no communication gate agent ? ?,negative,Delta,2015-02-18 12:31:48 -0800,Flight Attendant Complaints
fyi android app set not applicable nexus please fix phone not tablet cheer !,negative,Delta,2015-02-18 12:20:13 -0800,Customer Service Issue
order,neutral,Delta,2015-02-18 12:11:18 -0800,
foodallergy community want continued loyalty need better perhaps training,negative,Delta,2015-02-18 12:11:18 -0800,Flight Attendant Complaints
insensitive ? foodallergies lifethreatening unsolicited uneducated opinion inappropriate reckless amp dangerous,negative,Delta,2015-02-18 12:11:17 -0800,Customer Service Issue
thanks fb message telling wait day waiting,neutral,Delta,2015-02-18 12:09:44 -0800,
airway see significant decline short interest jblu wkrb news,neutral,Delta,2015-02-18 12:05:03 -0800,
plan offer direct flight jfk daytonabeach florida starting next february,neutral,Delta,2015-02-18 11:57:27 -0800,
thank opening conversation hope make right,neutral,Delta,2015-02-18 11:44:44 -0800,
checked yesterday looked like something change ?,neutral,Delta,2015-02-18 11:40:16 -0800,
oh no ! thought,negative,Delta,2015-02-18 11:39:26 -0800,Bad Flight
bos ord,neutral,Delta,2015-02-18 11:30:37 -0800,
thanks line moved quick already done,positive,Delta,2015-02-18 11:22:18 -0800,
follow !,neutral,Delta,2015-02-18 11:18:30 -0800,
nope none found,negative,Delta,2015-02-18 11:17:03 -0800,Customer Service Issue
may need minute layover min delay first flight,negative,Delta,2015-02-18 11:15:40 -0800,Late Flight
may not make connection need find option yet no one,negative,Delta,2015-02-18 11:14:38 -0800,Customer Service Issue
nope currently sitting gate,neutral,Delta,2015-02-18 11:11:42 -0800,
name angel seriously cool ! truly fantastic service !,positive,Delta,2015-02-18 11:07:46 -0800,
extraspeed line closed tampa give ?,negative,Delta,2015-02-18 11:07:36 -0800,Can't Tell
sent email,neutral,Delta,2015-02-18 11:01:14 -0800,
also emergency exit seat huge win,positive,Delta,2015-02-18 10:33:25 -0800,
friendly engaging personable handled clarifying question baggage fee well took interest,positive,Delta,2015-02-18 10:32:46 -0800,
not know confirmation number name flight attendant supervisor,neutral,Delta,2015-02-18 10:32:23 -0800,
would love respond link supervisor tore ticket refused give name hid badge,negative,Delta,2015-02-18 10:31:22 -0800,Flight Attendant Complaints
hey dre seatac check need raise stat dude gave amazing customer service made feel valued,positive,Delta,2015-02-18 10:29:23 -0800,
respond friend cannot respond directly,negative,Delta,2015-02-18 10:06:48 -0800,Customer Service Issue
magic eight ball never steered wrong,positive,Delta,2015-02-18 10:00:34 -0800,
want help ? reimburse money band lose,negative,Delta,2015-02-18 10:00:33 -0800,Can't Tell
guy know musician sensitive safety instrument flying good reason,negative,Delta,2015-02-18 09:58:55 -0800,Damaged Luggage
ask teach marketing university gladly consult customer service not treat passenger,negative,Delta,2015-02-18 09:57:11 -0800,Customer Service Issue
love respond positive tweet ignore problem w customer ask nola musician shameful,negative,Delta,2015-02-18 09:52:24 -0800,Customer Service Issue
game buying ! !,neutral,Delta,2015-02-18 09:48:59 -0800,
mark th year new bluemanity plane design sun sentinel,positive,Delta,2015-02-18 09:36:07 -0800,
call not made inflight crew fact asked u not bring,negative,Delta,2015-02-18 09:35:30 -0800,Flight Attendant Complaints
last week bought plane ticket round trip fl amp fun look price today went ! nothappy,negative,Delta,2015-02-18 09:34:06 -0800,Can't Tell
ever looking intern ?,neutral,Delta,2015-02-18 09:32:34 -0800,
greatest airline ever truebluepoints jetbluemember,positive,Delta,2015-02-18 09:24:41 -0800,
free wifi board best thing happened since sliced bread,positive,Delta,2015-02-18 09:24:36 -0800,
middle seat sfo gt bos not fun keep getting credit would much rather working tv,negative,Delta,2015-02-18 09:24:14 -0800,Flight Booking Problems
disappointed not allowed bring aircraft approved carseat empty plane not cool,negative,Delta,2015-02-18 09:17:04 -0800,Bad Flight
beatriz susan gate mco,positive,Delta,2015-02-18 09:13:26 -0800,
handled question like social medium pro good practice transportation system run friendly ai !,positive,Delta,2015-02-18 09:09:40 -0800,
maybe supervisor find international checkin ftl not moved minute yet employee picked pizza,negative,Delta,2015-02-18 09:08:40 -0800,Late Flight
third flight row wife tv not working,negative,Delta,2015-02-18 09:08:21 -0800,Bad Flight
wonderful thing !,positive,Delta,2015-02-18 09:07:49 -0800,
personal email contact ? complaint know,negative,Delta,2015-02-18 09:06:26 -0800,Customer Service Issue
website cannot access flight info,negative,Delta,2015-02-18 09:06:21 -0800,Flight Booking Problems
thought !,neutral,Delta,2015-02-18 09:04:47 -0800,
flight booking problem flight dc visit easter weekend started difficult ended well guy ! big fan,positive,Delta,2015-02-18 08:57:05 -0800,
im getting depends vibe fair enough !,neutral,Delta,2015-02-18 08:53:50 -0800,
flyfi thank ! seattle udub come !,positive,Delta,2015-02-18 08:53:17 -0800,
know bar wish !,positive,Delta,2015-02-18 08:51:24 -0800,
great flight orlando hartford week ago ! great get time arrive early !,positive,Delta,2015-02-18 08:40:40 -0800,
